Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha
1799,1416980,7700000,1534424198000,0.00127,0.00127,0.000918,0.998,0.000653,nan,0.273,0.0,0.727,1.0,0.273,0.769,0.231,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
1829,1438172,7800000,1534426507000,0.00129,0.00127,0.000915,0.998,0.00065,nan,0.274,0.0,0.726,1.0,0.274,0.769,0.231,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
1855,1459326,7900000,1534428901000,0.00156,0.00127,0.000915,0.998,0.00065,nan,0.275,0.0,0.725,1.0,0.275,0.767,0.233,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
1879,1480211,8000000,1534431501000,0.00126,0.00127,0.000916,0.998,0.000651,nan,0.274,0.0,0.726,1.0,0.274,0.764,0.236,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
1911,1501242,8100000,1534434488000,0.00137,0.00127,0.000921,0.998,0.000655,nan,0.274,0.0,0.726,1.0,0.274,0.759,0.241,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
1946,1521921,8200000,1534438303000,0.00146,0.00128,0.000921,0.998,0.000654,nan,0.275,0.0,0.725,1.0,0.275,0.759,0.241,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
1984,1543228,8300000,1534442273000,0.00154,0.00129,0.000926,0.998,0.000657,nan,0.275,0.0,0.725,1.0,0.275,0.754,0.246,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
2016,1563695,8400000,1534445358000,0.00154,0.00129,0.000928,0.998,0.000659,nan,0.276,0.0,0.724,1.0,0.276,0.752,0.248,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
2048,1584216,8500000,1534448098000,0.00155,0.00129,0.000933,0.998,0.000663,nan,0.275,0.0,0.725,1.0,0.275,0.748,0.252,TS_Lin_Multi_Target,6,0.01,0.0,1,NO_SPLIT,2
18,10387,400000,1534215666000,0.00173,0.00173,0.00114,0.999,0.000705,nan,0.367,0.0,0.633,1.0,0.367,0.813,0.187,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
58,34055,500000,1534221203000,0.0017,0.0017,0.00135,0.998,0.000931,nan,0.302,0.0,0.698,1.0,0.302,0.66,0.34,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
86,56302,600000,1534223933000,0.00153,0.00153,0.00112,0.997,0.000754,nan,0.319,0.0,0.681,1.0,0.319,0.73,0.27,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
118,77618,700000,1534225990000,0.00152,0.00152,0.00107,0.997,0.000706,nan,0.327,0.0,0.673,1.0,0.327,0.751,0.249,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
129,98909,800000,1534227870000,0.0013,0.0013,0.000943,0.997,0.000635,nan,0.314,0.0,0.686,1.0,0.314,0.799,0.201,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
153,120240,900000,1534229635000,0.00127,0.00127,0.000884,0.997,0.000585,nan,0.325,0.0,0.675,1.0,0.325,0.834,0.166,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
181,141844,1000000,1534231460000,0.00116,0.00128,0.000861,0.996,0.000564,nan,0.333,0.0,0.667,1.0,0.333,0.827,0.173,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
200,163910,1100000,1534233317000,0.00099,0.00122,0.000819,0.996,0.000535,nan,0.334,0.0,0.666,1.0,0.334,0.829,0.171,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
224,186995,1200000,1534235388000,0.00101,0.0012,0.000803,0.996,0.000523,nan,0.337,0.0,0.663,1.0,0.337,0.822,0.178,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
263,209971,1300000,1534237355000,0.00119,0.00125,0.000815,0.996,0.000522,nan,0.348,0.0,0.652,1.0,0.348,0.809,0.191,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
285,236331,1400000,1534238888000,0.00111,0.00121,0.000786,0.996,0.0005,nan,0.353,0.0,0.647,1.0,0.353,0.817,0.183,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
310,263057,1500000,1534240422000,0.00108,0.00118,0.000771,0.996,0.000487,nan,0.358,0.0,0.642,1.0,0.358,0.818,0.182,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
326,289430,1600000,1534241857000,0.001,0.00113,0.000752,0.995,0.000477,nan,0.354,0.0,0.646,1.0,0.354,0.815,0.185,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
342,315132,1700000,1534243199000,0.00095,0.00109,0.000742,0.995,0.000475,nan,0.349,0.0,0.651,1.0,0.349,0.808,0.192,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
364,340009,1800000,1534244712000,0.000942,0.00107,0.000725,0.995,0.000461,nan,0.353,0.0,0.647,1.0,0.353,0.813,0.187,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
380,365334,1900000,1534246424000,0.000909,0.00104,0.000717,0.995,0.00046,nan,0.349,0.0,0.651,1.0,0.349,0.808,0.192,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
410,388288,2000000,1534248381000,0.000944,0.00106,0.000732,0.995,0.000471,nan,0.346,0.0,0.654,1.0,0.346,0.792,0.208,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
440,410866,2100000,1534250381000,0.000974,0.00107,0.000746,0.995,0.000483,nan,0.343,0.0,0.657,1.0,0.343,0.779,0.221,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
469,433149,2200000,1534252487000,0.00147,0.00108,0.000763,0.995,0.000499,nan,0.338,0.0,0.662,1.0,0.338,0.76,0.24,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
504,455502,2300000,1534254861000,0.00154,0.00111,0.000777,0.995,0.000508,nan,0.338,0.0,0.662,1.0,0.338,0.743,0.257,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
532,477950,2400000,1534257558000,0.00142,0.00111,0.000786,0.995,0.000516,nan,0.335,0.0,0.665,1.0,0.335,0.73,0.27,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
555,500894,2500000,1534260327000,0.00129,0.00111,0.000788,0.995,0.000521,nan,0.332,0.0,0.668,1.0,0.332,0.72,0.28,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
592,524227,2600000,1534263432000,0.00136,0.00113,0.000788,0.995,0.000515,nan,0.339,0.0,0.661,1.0,0.339,0.721,0.279,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
645,548582,2700000,1534266431000,0.00152,0.00118,0.000804,0.995,0.00052,nan,0.346,0.0,0.654,1.0,0.346,0.715,0.285,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
699,572247,2800000,1534269300000,0.00164,0.00122,0.000822,0.995,0.000528,nan,0.351,0.0,0.649,1.0,0.351,0.709,0.291,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
731,595692,2900000,1534272798000,0.0016,0.00123,0.000824,0.995,0.000528,nan,0.352,0.0,0.648,1.0,0.352,0.707,0.293,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
749,616718,3000000,1534275826000,0.000764,0.00121,0.000821,0.995,0.00053,nan,0.348,0.0,0.652,1.0,0.348,0.702,0.298,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
797,638971,3100000,1534279185000,0.00153,0.00125,0.000838,0.995,0.00054,nan,0.35,0.0,0.65,1.0,0.35,0.691,0.309,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
861,663874,3400000,1534307392000,0.00275,0.0013,0.000916,0.995,0.000626,nan,0.311,0.0,0.689,1.0,0.311,0.627,0.373,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
905,687055,3500000,1534310553000,0.00216,0.00132,0.000924,0.995,0.00063,nan,0.314,0.0,0.686,1.0,0.314,0.623,0.377,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
925,710382,3600000,1534313223000,0.00162,0.0013,0.000923,0.995,0.000632,nan,0.311,0.0,0.689,1.0,0.311,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
960,733688,3700000,1534315472000,0.00159,0.00131,0.000922,0.995,0.000628,nan,0.314,0.0,0.686,1.0,0.314,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
978,757090,3800000,1534317461000,0.0014,0.00129,0.000913,0.995,0.000623,nan,0.313,0.0,0.687,1.0,0.313,0.618,0.382,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1016,781724,3900000,1534319605000,0.00143,0.0013,0.000913,0.995,0.00062,nan,0.316,0.0,0.684,1.0,0.316,0.618,0.382,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1047,805040,4000000,1534321811000,0.00141,0.0013,0.000909,0.995,0.000616,nan,0.318,0.0,0.682,1.0,0.318,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1078,828506,4100000,1534324066000,0.0014,0.0013,0.000905,0.995,0.000612,nan,0.32,0.0,0.68,1.0,0.32,0.62,0.38,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1110,852021,4200000,1534325982000,0.0014,0.0013,0.000905,0.995,0.00061,nan,0.321,0.0,0.679,1.0,0.321,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1152,873970,4300000,1534327753000,0.000952,0.00132,0.00091,0.995,0.000612,nan,0.323,0.0,0.677,1.0,0.323,0.616,0.384,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1166,892832,4400000,1534329253000,0.000795,0.00131,0.000911,0.995,0.000617,nan,0.319,0.0,0.681,1.0,0.319,0.61,0.39,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1182,909443,4500000,1534330607000,0.000862,0.0013,0.000909,0.995,0.000618,nan,0.316,0.0,0.684,1.0,0.316,0.606,0.394,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1200,927139,4600000,1534332371000,0.000908,0.00129,0.000913,0.995,0.000625,nan,0.312,0.0,0.688,1.0,0.312,0.6,0.4,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1225,946907,4700000,1534334282000,0.000997,0.00129,0.00091,0.995,0.000623,nan,0.312,0.0,0.688,1.0,0.312,0.598,0.402,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1241,966295,4800000,1534336223000,0.000963,0.00128,0.000904,0.995,0.00062,nan,0.311,0.0,0.689,1.0,0.311,0.596,0.404,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1274,985646,4900000,1534338220000,0.00108,0.00129,0.000903,0.995,0.000617,nan,0.312,0.0,0.688,1.0,0.312,0.596,0.404,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1290,1005338,5000000,1534340324000,0.00105,0.00128,0.000901,0.995,0.000618,nan,0.31,0.0,0.69,1.0,0.31,0.592,0.408,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1306,1025047,5100000,1534342505000,0.00102,0.00127,0.0009,0.995,0.00062,nan,0.308,0.0,0.692,1.0,0.308,0.589,0.411,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1314,1044925,5200000,1534345017000,0.000948,0.00126,0.000899,0.996,0.000623,nan,0.303,0.0,0.697,1.0,0.303,0.584,0.416,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1344,1064850,5300000,1534348283000,0.001,0.00126,0.000909,0.996,0.000632,nan,0.301,0.0,0.699,1.0,0.301,0.577,0.423,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1368,1088509,5400000,1534352099000,0.00106,0.00126,0.00091,0.996,0.000634,nan,0.3,0.0,0.7,1.0,0.3,0.576,0.424,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1412,1112648,5500000,1534355823000,0.00147,0.00127,0.000911,0.996,0.000632,nan,0.303,0.0,0.697,1.0,0.303,0.578,0.422,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1454,1136906,5600000,1534359354000,0.00156,0.00128,0.000908,0.996,0.000626,nan,0.307,0.0,0.693,1.0,0.307,0.581,0.419,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1504,1160346,5700000,1534362421000,0.00171,0.0013,0.000915,0.996,0.000629,nan,0.309,0.0,0.691,1.0,0.309,0.58,0.42,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1532,1171490,6000000,1534387000000,0.00311,0.00131,0.000936,0.996,0.00066,nan,0.291,0.0,0.709,1.0,0.291,0.56,0.44,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1583,1194612,6100000,1534391894000,0.00237,0.00133,0.000941,0.996,0.000661,nan,0.294,0.0,0.706,1.0,0.294,0.562,0.438,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1630,1218212,6200000,1534395699000,0.0022,0.00134,0.000948,0.996,0.000665,nan,0.295,0.0,0.705,1.0,0.295,0.56,0.44,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1662,1240772,6300000,1534397928000,0.00196,0.00134,0.000945,0.996,0.000661,nan,0.297,0.0,0.703,1.0,0.297,0.561,0.439,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1708,1263201,6400000,1534400142000,0.00198,0.00135,0.000943,0.995,0.000656,nan,0.301,0.0,0.699,1.0,0.301,0.564,0.436,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1738,1284985,6500000,1534401980000,0.00187,0.00135,0.000937,0.995,0.00065,nan,0.303,0.0,0.697,1.0,0.303,0.566,0.434,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1753,1306481,6600000,1534403754000,0.00169,0.00134,0.000929,0.995,0.000644,nan,0.303,0.0,0.697,1.0,0.303,0.568,0.432,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1775,1328340,6700000,1534405748000,0.0016,0.00134,0.000926,0.995,0.000642,nan,0.304,0.0,0.696,1.0,0.304,0.568,0.432,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1795,1351674,6800000,1534407692000,0.00127,0.00133,0.000919,0.995,0.000636,nan,0.305,0.0,0.695,1.0,0.305,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1829,1375682,6900000,1534409775000,0.00136,0.00133,0.000915,0.995,0.000632,nan,0.307,0.0,0.693,1.0,0.307,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1853,1399483,7000000,1534411756000,0.00123,0.00132,0.000911,0.995,0.000628,nan,0.308,0.0,0.692,1.0,0.308,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1873,1423192,7100000,1534413572000,0.00112,0.00132,0.000906,0.995,0.000624,nan,0.308,0.0,0.692,1.0,0.308,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1896,1445961,7200000,1534415178000,0.0011,0.00131,0.000901,0.995,0.00062,nan,0.309,0.0,0.691,1.0,0.309,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1929,1469309,7300000,1534416750000,0.00115,0.00131,0.000897,0.995,0.000615,nan,0.311,0.0,0.689,1.0,0.311,0.574,0.426,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1968,1492534,7400000,1534418460000,0.00123,0.00132,0.000897,0.995,0.000613,nan,0.313,0.0,0.687,1.0,0.313,0.575,0.425,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1994,1515350,7500000,1534420152000,0.00122,0.00132,0.000901,0.995,0.000618,nan,0.311,0.0,0.689,1.0,0.311,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2019,1538398,7600000,1534421958000,0.00121,0.00131,0.000902,0.995,0.000619,nan,0.31,0.0,0.69,1.0,0.31,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2067,1562589,7700000,1534424198000,0.00129,0.00132,0.000902,0.995,0.000617,nan,0.313,0.0,0.687,1.0,0.313,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2103,1586964,7800000,1534426507000,0.00131,0.00133,0.000899,0.995,0.000613,nan,0.315,0.0,0.685,1.0,0.315,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2143,1611703,7900000,1534428901000,0.00156,0.00133,0.000899,0.995,0.000612,nan,0.317,0.0,0.683,1.0,0.317,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2169,1636724,8000000,1534431501000,0.00118,0.00133,0.0009,0.995,0.000613,nan,0.317,0.0,0.683,1.0,0.317,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2230,1662646,8100000,1534434488000,0.00169,0.00134,0.000906,0.995,0.000614,nan,0.319,0.0,0.681,1.0,0.319,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2275,1688057,8200000,1534438303000,0.00171,0.00135,0.000905,0.995,0.000612,nan,0.322,0.0,0.678,1.0,0.322,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2331,1713650,8300000,1534442273000,0.00182,0.00136,0.000911,0.995,0.000614,nan,0.323,0.0,0.677,1.0,0.323,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2356,1736306,8400000,1534445358000,0.0017,0.00136,0.000913,0.995,0.000616,nan,0.322,0.0,0.678,1.0,0.322,0.568,0.432,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2406,1758977,8500000,1534448098000,0.00177,0.00137,0.000918,0.995,0.000619,nan,0.323,0.0,0.677,1.0,0.323,0.567,0.433,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
9,7016,400000,1534215666000,0.00128,0.00128,0.0018,1.17,0.000909,nan,0.184,0.0,0.816,1.0,0.184,2.59,-1.59,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
46,24102,500000,1534221203000,0.00191,0.00191,0.0019,1.15,0.00101,nan,0.24,0.0,0.76,1.0,0.24,2.06,-1.06,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
58,40528,600000,1534223933000,0.00143,0.00143,0.00166,1.14,0.000869,nan,0.215,0.0,0.785,1.0,0.215,2.35,-1.35,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
74,57004,700000,1534225990000,0.0013,0.0013,0.00159,1.14,0.000834,nan,0.205,0.0,0.795,1.0,0.205,2.43,-1.43,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
82,73344,800000,1534227870000,0.00112,0.00112,0.00148,1.14,0.000741,nan,0.2,0.0,0.8,1.0,0.2,2.7,-1.7,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
98,89744,900000,1534229635000,0.00109,0.00109,0.00141,1.14,0.000686,nan,0.208,0.0,0.792,1.0,0.208,2.84,-1.84,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
115,106517,1000000,1534231460000,0.00096,0.00108,0.00137,1.13,0.000666,nan,0.211,0.0,0.789,1.0,0.211,2.85,-1.85,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
128,123328,1100000,1534233317000,0.000857,0.00104,0.00131,1.12,0.000632,nan,0.214,0.0,0.786,1.0,0.214,2.93,-1.93,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
145,140461,1200000,1534235388000,0.000906,0.00103,0.00128,1.12,0.000616,nan,0.218,0.0,0.782,1.0,0.218,2.94,-1.94,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
171,157719,1300000,1534237355000,0.00107,0.00108,0.00129,1.12,0.00062,nan,0.226,0.0,0.774,1.0,0.226,2.88,-1.88,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
184,176799,1400000,1534238888000,0.000978,0.00104,0.00125,1.12,0.000597,nan,0.228,0.0,0.772,1.0,0.228,2.93,-1.93,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
204,196586,1500000,1534240422000,0.000984,0.00104,0.00122,1.11,0.00058,nan,0.235,0.0,0.765,1.0,0.235,2.95,-1.95,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
210,217006,1600000,1534241857000,0.000871,0.000968,0.00119,1.11,0.000571,nan,0.228,0.0,0.772,1.0,0.228,2.98,-1.98,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
221,236511,1700000,1534243199000,0.000829,0.000934,0.00117,1.11,0.000565,nan,0.225,0.0,0.775,1.0,0.225,2.98,-1.98,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
235,255674,1800000,1534244712000,0.000817,0.000919,0.00115,1.1,0.000551,nan,0.228,0.0,0.772,1.0,0.228,3.01,-2.01,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
247,274873,1900000,1534246424000,0.000797,0.000899,0.00113,1.1,0.000546,nan,0.227,0.0,0.773,1.0,0.227,3.01,-2.01,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
261,292572,2000000,1534248381000,0.000797,0.000892,0.00115,1.1,0.000562,nan,0.22,0.0,0.78,1.0,0.22,2.95,-1.95,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
285,310095,2100000,1534250381000,0.000843,0.000919,0.00116,1.1,0.000572,nan,0.222,0.0,0.778,1.0,0.222,2.9,-1.9,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
301,327215,2200000,1534252487000,0.00166,0.00092,0.00117,1.1,0.00059,nan,0.217,0.0,0.783,1.0,0.217,2.82,-1.82,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
317,344709,2300000,1534254861000,0.00113,0.00092,0.00117,1.1,0.000604,nan,0.212,0.0,0.788,1.0,0.212,2.74,-1.74,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
327,362326,2400000,1534257558000,0.000897,0.000903,0.00117,1.09,0.000616,nan,0.206,0.0,0.794,1.0,0.206,2.68,-1.68,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
341,379756,2500000,1534260327000,0.00087,0.000898,0.00117,1.09,0.00062,nan,0.204,0.0,0.796,1.0,0.204,2.65,-1.65,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
349,396971,2600000,1534263432000,0.000779,0.000879,0.00116,1.09,0.000623,nan,0.2,0.0,0.8,1.0,0.2,2.62,-1.62,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
367,414647,2700000,1534266431000,0.000824,0.000885,0.00117,1.09,0.000639,nan,0.197,0.0,0.803,1.0,0.197,2.56,-1.56,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
391,431906,2800000,1534269300000,0.000911,0.000905,0.00119,1.09,0.000654,nan,0.196,0.0,0.804,1.0,0.196,2.5,-1.5,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
401,449213,2900000,1534272798000,0.000867,0.000893,0.00118,1.09,0.000658,nan,0.193,0.0,0.807,1.0,0.193,2.48,-1.48,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
420,467135,3000000,1534275826000,0.00121,0.000899,0.00118,1.08,0.000654,nan,0.195,0.0,0.805,1.0,0.195,2.47,-1.47,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
447,484663,3100000,1534279185000,0.00138,0.000922,0.00119,1.08,0.000668,nan,0.196,0.0,0.804,1.0,0.196,2.4,-1.4,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
473,505613,3400000,1534307392000,0.00161,0.000935,0.00124,1.08,0.000754,nan,0.171,0.0,0.829,1.0,0.171,2.1,-1.1,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
495,523561,3500000,1534310553000,0.00134,0.000945,0.00124,1.08,0.00076,nan,0.172,0.0,0.828,1.0,0.172,2.08,-1.08,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
515,541899,3600000,1534313223000,0.00123,0.00095,0.00124,1.08,0.000758,nan,0.173,0.0,0.827,1.0,0.173,2.08,-1.08,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
537,559682,3700000,1534315472000,0.00124,0.000959,0.00124,1.08,0.000755,nan,0.175,0.0,0.825,1.0,0.175,2.08,-1.08,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
553,577130,3800000,1534317461000,0.00116,0.000958,0.00123,1.07,0.000747,nan,0.177,0.0,0.823,1.0,0.177,2.09,-1.09,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
576,594297,3900000,1534319605000,0.0012,0.000969,0.00122,1.07,0.000744,nan,0.179,0.0,0.821,1.0,0.179,2.09,-1.09,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
592,612000,4000000,1534321811000,0.00115,0.000967,0.00122,1.07,0.00074,nan,0.18,0.0,0.82,1.0,0.18,2.09,-1.09,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
607,629273,4100000,1534324066000,0.00111,0.000965,0.00121,1.07,0.000737,nan,0.18,0.0,0.82,1.0,0.18,2.1,-1.1,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
628,646501,4200000,1534325982000,0.00113,0.000971,0.00121,1.07,0.000736,nan,0.182,0.0,0.818,1.0,0.182,2.1,-1.1,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
647,665077,4300000,1534327753000,0.0016,0.000973,0.00121,1.07,0.00074,nan,0.181,0.0,0.819,1.0,0.181,2.09,-1.09,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
671,685968,4400000,1534329253000,0.00126,0.000978,0.00121,1.07,0.000739,nan,0.183,0.0,0.817,1.0,0.183,2.07,-1.07,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
692,704522,4500000,1534330607000,0.00121,0.000982,0.00121,1.07,0.000737,nan,0.185,0.0,0.815,1.0,0.185,2.06,-1.06,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
718,725946,4600000,1534332371000,0.00121,0.000989,0.00121,1.07,0.000738,nan,0.186,0.0,0.814,1.0,0.186,2.04,-1.04,TS_Lin_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1
